model,dataset,epochs,img_size,batch_size,val_acc_final,val_f1_final,val_acc_best,val_f1_best,total_time_sec
inception_v3,Cassava Leaf Disease Classification,20,224,32,0.846262,0.728005,0.846262,0.732610,4750.031
