epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1,lr
1,0.6853341834192405,0.7516747117042542,0.5701859543146677,0.5300810431208566,0.8130841255187988,0.6673167589435759,0.00029815325108927063
2,0.5290688849587477,0.8129511475563049,0.6724563219328867,0.5622373285694657,0.8060747385025024,0.6443747034562401,0.00029265847744427303
3,0.47003048118874186,0.8338785767555237,0.7089065130444782,0.5074190735816956,0.82289719581604,0.6947588022374125,0.0002836509786282552
4,0.42761802897278983,0.8488861322402954,0.736219900224003,0.5311767033327406,0.822429895401001,0.692512919564679,0.0002713525491562421
5,0.38736655996330754,0.8628031611442566,0.7582598935121273,0.4680995601359929,0.8415887951850891,0.7166184571746236,0.0002560660171779821
6,0.3547672821074289,0.8756815791130066,0.7802484000858189,0.5468692052030117,0.8079439401626587,0.6802827056089737,0.000238167787843871
7,0.3178686205302158,0.889286994934082,0.8031223145403651,0.488528268582353,0.8350467085838318,0.718637657186833,0.00021809857496093204
8,0.26852552718342904,0.904813826084137,0.8300097941982907,0.4994505920699824,0.8373831510543823,0.7165303687124183,0.00019635254915624216
9,0.23234448040309227,0.9196136593818665,0.8601115395702825,0.565114886627019,0.8387850522994995,0.7114187660185973,0.00017346516975603468
10,0.18097983962559913,0.9382562041282654,0.8902185615151407,0.6485487382545649,0.8350467085838318,0.7121179422987799,0.00015000000000000001
11,0.1409437821045059,0.9504595994949341,0.9132836071834008,0.6051321691441759,0.8443925380706787,0.73260975422779,0.0001265348302439654
12,0.11561635859550894,0.9600145220756531,0.9301286583967393,0.7021103043422521,0.8266355395317078,0.7104811047853579,0.0001036474508437579
13,0.08123387921362235,0.9732045531272888,0.9545299626965212,0.749682417428382,0.8205607533454895,0.695488804890248,8.190142503906799e-05
14,0.058255073499847015,0.9796956777572632,0.9653615257230783,0.7699308106832415,0.8378504514694214,0.7186781415195261,6.183221215612905e-05
15,0.042460520610240554,0.985304057598114,0.9753453742108571,0.8383710788789197,0.8322429656982422,0.7069213186072898,4.393398282201788e-05
16,0.032202345495858334,0.9891987442970276,0.9810063418317302,0.8193954675554115,0.840654194355011,0.718446872307959,2.86474508437579e-05
17,0.021707677114308044,0.9937685132026672,0.989550196515534,0.8448830543834472,0.84112149477005,0.7262749692658594,1.6349021371744834e-05
18,0.017345709116552865,0.9947551488876343,0.9916192674176223,0.8694004715046036,0.8425233364105225,0.7176173595225633,7.341522555726972e-06
19,0.015821637762984668,0.9951186776161194,0.9912256274613516,0.8629418169226601,0.840654194355011,0.7180588933114397,1.8467489107293517e-06
20,0.012310523251732692,0.9964688420295715,0.9940988869369951,0.871894463089025,0.8462616801261902,0.7280045981904282,0.0
