epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1,lr
1,1.109359579318569,0.7623721361160278,0.5890106595841033,0.5669772480135766,0.800467312335968,0.6654265656731414,0.00029815325108927063
2,0.8508147963879791,0.8233369588851929,0.6898993949837898,0.5206877115730927,0.818691611289978,0.6740460679473547,0.00029265847744427303
3,0.7613775320325975,0.8396946787834167,0.7175135607620527,0.5658208228717341,0.7971962690353394,0.6530837158517911,0.0002836509786282552
4,0.7014196411795833,0.8499246835708618,0.7380497043363039,0.5039213379409826,0.8210280537605286,0.7027648174247253,0.0002713525491562421
5,0.6395425972502978,0.8663862347602844,0.7635859840306944,0.6103959461238897,0.7855139970779419,0.6669830494201643,0.0002560660171779821
6,0.5847689195536512,0.8777587413787842,0.7826512305853517,0.5267108936733175,0.8205607533454895,0.69009010810664,0.000238167787843871
7,0.5232289879051654,0.8933374881744385,0.8125236652160804,0.5880251809258328,0.8107476830482483,0.6713790775861855,0.00021809857496093204
8,0.4574560117404607,0.907306432723999,0.8387718666359388,0.5884512802707814,0.822429895401001,0.6826408177142622,0.00019635254915624216
9,0.4067404969861997,0.922833263874054,0.8645872752330334,0.5840357724194215,0.8233644962310791,0.6957627681946402,0.00017346516975603468
10,0.3401652507558631,0.9375292062759399,0.890468888590633,0.6288292580118803,0.827102780342102,0.7110585755033786,0.00015000000000000001
11,0.29193473982867923,0.9498883485794067,0.9122556898296207,0.6480973113363034,0.8233644962310791,0.6987643423428774,0.0001265348302439654
12,0.23850233879714342,0.9619359374046326,0.9342486859730329,0.7293339680845492,0.8280373811721802,0.7034527767427978,0.0001036474508437579
13,0.20432982096334307,0.969933032989502,0.9493761908552045,0.7499309457351114,0.8289719820022583,0.7056500736660825,8.190142503906799e-05
14,0.1618998186624006,0.9809420108795166,0.9678342687543579,0.7593774719494526,0.827102780342102,0.7051348149722513,6.183221215612905e-05
15,0.14247316864598247,0.9820844531059265,0.971074857036559,0.7986943656039015,0.8341121673583984,0.7051842322970238,4.393398282201788e-05
16,0.11785349127385156,0.9880563020706177,0.9804278716502107,0.8351707167993082,0.8308411240577698,0.7069548402262973,2.86474508437579e-05
17,0.10616479587888751,0.990237295627594,0.9837967671627708,0.8355828320868661,0.836448609828949,0.7124387446481679,1.6349021371744834e-05
18,0.0972013045952576,0.9918990731239319,0.9876300116148485,0.8452014419520013,0.836448609828949,0.7128792602829022,7.341522555726972e-06
19,0.09035923811580221,0.9928337931632996,0.9887767021240537,0.8451417787609813,0.8401868939399719,0.7213927699919639,1.8467489107293517e-06
20,0.08861209754555212,0.993872344493866,0.9893241420574036,0.8339866107312318,0.8387850522994995,0.7184176334920578,0.0
