epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1,lr
1,0.6015035820080371,0.783715009689331,0.6230368533504089,0.512770022075867,0.8257009387016296,0.6886729452581103,0.00029815325108927063
2,0.47706193171842776,0.8294126987457275,0.7001506046503417,0.4695404598089022,0.840654194355011,0.7151101816217869,0.00029265847744427303
3,0.43367089410155535,0.845822274684906,0.7289099126107053,0.46506212225584226,0.8387850522994995,0.7168678732013392,0.0002836509786282552
4,0.4010489700339743,0.8592719435691833,0.7533662184811145,0.574542405560752,0.7911214828491211,0.686162129392681,0.0002713525491562421
5,0.3743186438975691,0.8670613169670105,0.7651974611026308,0.45934684997964126,0.8429906368255615,0.7290399535581036,0.0002560660171779821
6,0.3392081261068055,0.8813418745994568,0.789812552692237,0.5021252664171647,0.8383177518844604,0.7193031902031609,0.000238167787843871
7,0.31164385485223206,0.8889235258102417,0.8036236732285635,0.4796619872066462,0.8392523527145386,0.7159302993748844,0.00021809857496093204
8,0.2685442020101092,0.9047619104385376,0.8308971889518043,0.4897525313301621,0.8439252376556396,0.7171161100803196,0.00019635254915624216
9,0.23871151433141702,0.9151996970176697,0.8511389967217807,0.5273929966944401,0.8556074500083923,0.7309830099663113,0.00017346516975603468
10,0.19059453616850708,0.9322843551635742,0.8796336491973203,0.6353268946442648,0.804205596446991,0.6975819252006081,0.00015000000000000001
11,0.15940115464905524,0.9432933330535889,0.9006110120104495,0.5776779004346545,0.8383177518844604,0.7232683959224532,0.0001265348302439654
12,0.11874816701541209,0.9578335285186768,0.9252673339600561,0.6429820469606703,0.8322429656982422,0.7128751732428577,0.0001036474508437579
13,0.08891892556743149,0.9692059755325317,0.946866037298325,0.6466362679673132,0.8485981225967407,0.7350423151848332,8.190142503906799e-05
14,0.06027687607463547,0.97917640209198,0.9641182871860078,0.7025968392318654,0.8471962809562683,0.7279315776797035,6.183221215612905e-05
15,0.04837653458276295,0.9844212532043457,0.973563311097623,0.7284706786971226,0.8481308221817017,0.7270199714486176,4.393398282201788e-05
16,0.03160920930806676,0.9898219108581543,0.9821283396709417,0.7692576577730268,0.8471962809562683,0.7315124936413696,2.86474508437579e-05
17,0.028461551272378555,0.9909123778343201,0.9848017274032813,0.7744217465414065,0.8471962809562683,0.7287897327840362,1.6349021371744834e-05
18,0.021865486721077052,0.9933011531829834,0.9889231333031857,0.7857601777415409,0.8514018654823303,0.7315846295622676,7.341522555726972e-06
19,0.016422167505747622,0.9959495067596436,0.9939067611983583,0.784185653924942,0.8514018654823303,0.7326638541368198,1.8467489107293517e-06
20,0.017927779849062405,0.9949628710746765,0.9921431632810188,0.7842351051691536,0.8532710075378418,0.736915592820987,0.0
