model,dataset,epochs,img_size,batch_size,val_acc_final,val_f1_final,val_acc_best,val_f1_best,total_time_sec
ResNet50,PlantVillage,20,224,32,0.6461632903621853,0.47875951507940656,0.6620012277470841,0.49098297922414713,5842.196455955505
