model,dataset,epochs,img_size,batch_size,val_acc_final,val_f1_final,val_acc_best,val_f1_best,total_time_sec
vit_b_16,Cassava Leaf Disease Classification,20,224,32,0.786916,0.635982,0.787850,0.640426,4828.391
